capture_id,season,site,roll,capture,capture_date_local,capture_time_local,subject_id,question__species,question__count_max,question__count_median,question__count_min,question__standing,question__resting,question__moving,question__eating,question__interacting,question__young_present,question__horns_count_max,question__horns_count_median,question__horns_count_min,p_users_identified_this_species,pielous_evenness_index
KRU_S1#14#1#167,KRU_S1,14,1,167,06/06/18,5:56:01,31931272,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#168,KRU_S1,14,1,168,06/06/18,5:57:01,31931273,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#169,KRU_S1,14,1,169,06/06/18,5:58:01,31931274,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#170,KRU_S1,14,1,170,06/06/18,5:59:01,31931277,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#171,KRU_S1,14,1,171,06/06/18,6:00:01,31931278,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#172,KRU_S1,14,1,172,06/06/18,6:01:01,31931279,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#173,KRU_S1,14,1,173,06/06/18,6:02:01,31931280,blank,,,,,,,,,,,,,0.8,0
KRU_S1#14#1#174,KRU_S1,14,1,174,06/06/18,6:03:01,31931281,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#175,KRU_S1,14,1,175,06/06/18,6:04:01,31931282,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#176,KRU_S1,14,1,176,06/06/18,6:05:01,31931290,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#177,KRU_S1,14,1,177,06/06/18,6:06:01,31931291,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#178,KRU_S1,14,1,178,06/06/18,6:07:01,31931292,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#179,KRU_S1,14,1,179,06/06/18,6:08:01,31931293,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#180,KRU_S1,14,1,180,06/06/18,6:09:01,31931295,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#181,KRU_S1,14,1,181,06/06/18,6:10:01,31931296,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#182,KRU_S1,14,1,182,06/06/18,6:11:01,31931297,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#183,KRU_S1,14,1,183,06/06/18,6:12:01,31931298,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#184,KRU_S1,14,1,184,06/06/18,6:13:01,31931299,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#185,KRU_S1,14,1,185,06/06/18,6:14:01,31931300,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#186,KRU_S1,14,1,186,06/06/18,6:15:01,31931301,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#187,KRU_S1,14,1,187,06/06/18,6:16:01,31931302,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#188,KRU_S1,14,1,188,06/06/18,6:17:01,31931303,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#189,KRU_S1,14,1,189,06/06/18,6:18:01,31931304,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#190,KRU_S1,14,1,190,06/06/18,6:19:01,31931306,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#191,KRU_S1,14,1,191,06/06/18,6:20:01,31931307,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#192,KRU_S1,14,1,192,06/06/18,6:21:01,31931309,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#193,KRU_S1,14,1,193,06/06/18,6:22:01,31931310,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#194,KRU_S1,14,1,194,06/06/18,6:23:01,31931311,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#195,KRU_S1,14,1,195,06/06/18,6:24:01,31931312,blank,,,,,,,,,,,,,0.88,0
KRU_S1#14#1#196,KRU_S1,14,1,196,06/06/18,6:25:01,31931313,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#197,KRU_S1,14,1,197,06/06/18,6:26:01,31931314,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#198,KRU_S1,14,1,198,06/06/18,6:27:01,31931315,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#199,KRU_S1,14,1,199,06/06/18,6:28:01,31931316,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#200,KRU_S1,14,1,200,06/06/18,6:29:01,31931319,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#201,KRU_S1,14,1,201,06/06/18,6:30:01,31931320,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#202,KRU_S1,14,1,202,06/06/18,6:31:01,31931321,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#203,KRU_S1,14,1,203,06/06/18,6:32:01,31931322,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#204,KRU_S1,14,1,204,06/06/18,6:33:01,31931323,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#205,KRU_S1,14,1,205,06/06/18,6:34:01,31931324,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#206,KRU_S1,14,1,206,06/06/18,6:35:01,31931325,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#207,KRU_S1,14,1,207,06/06/18,6:36:01,31931326,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#208,KRU_S1,14,1,208,06/06/18,6:37:01,31931327,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#209,KRU_S1,14,1,209,06/06/18,6:38:01,31931328,blank,,,,,,,,,,,,,0.88,0
KRU_S1#14#1#210,KRU_S1,14,1,210,06/06/18,6:39:01,31931330,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#211,KRU_S1,14,1,211,06/06/18,6:40:01,31931331,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#212,KRU_S1,14,1,212,06/06/18,6:41:01,31931333,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#213,KRU_S1,14,1,213,06/06/18,6:42:01,31931334,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#214,KRU_S1,14,1,214,06/06/18,6:43:01,31931335,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#215,KRU_S1,14,1,215,06/06/18,6:44:01,31931336,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#216,KRU_S1,14,1,216,06/06/18,6:45:01,31931337,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#217,KRU_S1,14,1,217,06/06/18,6:46:01,31931338,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#218,KRU_S1,14,1,218,06/06/18,6:47:01,31931339,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#219,KRU_S1,14,1,219,06/06/18,6:48:01,31931340,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#220,KRU_S1,14,1,220,06/06/18,6:49:01,31931342,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#221,KRU_S1,14,1,221,06/06/18,6:50:01,31931343,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#222,KRU_S1,14,1,222,06/06/18,6:51:01,31931344,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#223,KRU_S1,14,1,223,06/06/18,6:52:01,31931345,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#224,KRU_S1,14,1,224,06/06/18,6:53:01,31931346,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#225,KRU_S1,14,1,225,06/06/18,6:54:01,31931347,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#226,KRU_S1,14,1,226,06/06/18,6:55:01,31931348,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#227,KRU_S1,14,1,227,06/06/18,6:56:01,31931349,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#228,KRU_S1,14,1,228,06/06/18,6:57:01,31931350,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#229,KRU_S1,14,1,229,06/06/18,6:58:01,31931351,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#230,KRU_S1,14,1,230,06/06/18,6:59:01,31931353,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#231,KRU_S1,14,1,231,06/06/18,7:00:01,31931354,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#232,KRU_S1,14,1,232,06/06/18,7:01:01,31931355,blank,,,,,,,,,,,,,0.8,0
KRU_S1#14#1#233,KRU_S1,14,1,233,06/06/18,7:02:01,31931356,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#234,KRU_S1,14,1,234,06/06/18,7:03:01,31931357,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#235,KRU_S1,14,1,235,06/06/18,7:04:01,31931358,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#236,KRU_S1,14,1,236,06/06/18,7:05:01,31931359,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#237,KRU_S1,14,1,237,06/06/18,7:06:01,31931361,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#238,KRU_S1,14,1,238,06/06/18,7:07:01,31931362,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#239,KRU_S1,14,1,239,06/06/18,7:08:01,31931363,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#240,KRU_S1,14,1,240,06/06/18,7:09:01,31931365,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#241,KRU_S1,14,1,241,06/06/18,7:10:01,31931366,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#242,KRU_S1,14,1,242,06/06/18,7:11:01,31931367,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#243,KRU_S1,14,1,243,06/06/18,7:12:01,31931368,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#244,KRU_S1,14,1,244,06/06/18,7:13:01,31931369,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#245,KRU_S1,14,1,245,06/06/18,7:14:01,31931370,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#246,KRU_S1,14,1,246,06/06/18,7:15:01,31931371,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#247,KRU_S1,14,1,247,06/06/18,7:16:01,31931372,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#248,KRU_S1,14,1,248,06/06/18,7:17:01,31931373,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#249,KRU_S1,14,1,249,06/06/18,7:18:01,31931374,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#250,KRU_S1,14,1,250,06/06/18,7:19:01,31931376,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#251,KRU_S1,14,1,251,06/06/18,7:38:38,31931377,dikdik,1,1,1,0,0,1,0,0,0,,,,0.25,0.97
KRU_S1#14#1#252,KRU_S1,14,1,252,06/06/18,7:39:38,31931378,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#253,KRU_S1,14,1,253,06/06/18,7:40:38,31931379,steenbok,1,1,1,0,0,1,0,0,0,,,,0.4,0.96
KRU_S1#14#1#254,KRU_S1,14,1,254,06/06/18,7:41:38,31931380,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#255,KRU_S1,14,1,255,06/06/18,7:42:38,31931381,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#256,KRU_S1,14,1,256,06/06/18,7:43:38,31931382,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#257,KRU_S1,14,1,257,06/06/18,7:44:38,31931383,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#258,KRU_S1,14,1,258,06/06/18,7:45:38,31931384,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#259,KRU_S1,14,1,259,06/06/18,7:46:38,31931385,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#260,KRU_S1,14,1,260,06/06/18,7:47:38,31931388,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#261,KRU_S1,14,1,261,06/06/18,7:48:38,31931389,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#262,KRU_S1,14,1,262,06/06/18,7:49:38,31931390,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#263,KRU_S1,14,1,263,06/06/18,7:50:38,31931391,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#264,KRU_S1,14,1,264,06/06/18,7:51:38,31931392,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#265,KRU_S1,14,1,265,06/06/18,7:52:38,31931393,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#266,KRU_S1,14,1,266,06/06/18,7:53:38,31931394,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#267,KRU_S1,14,1,267,06/06/18,7:54:38,31931395,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#268,KRU_S1,14,1,268,06/06/18,7:55:38,31931396,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#269,KRU_S1,14,1,269,06/06/18,7:56:38,31931397,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#270,KRU_S1,14,1,270,06/06/18,7:57:38,31931399,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#271,KRU_S1,14,1,271,06/06/18,7:58:38,31931400,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#272,KRU_S1,14,1,272,06/06/18,7:59:38,31931401,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#273,KRU_S1,14,1,273,06/06/18,8:00:38,31931402,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#274,KRU_S1,14,1,274,06/06/18,8:01:38,31931403,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#275,KRU_S1,14,1,275,06/06/18,8:02:38,31931405,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#276,KRU_S1,14,1,276,06/06/18,8:03:38,31931406,impala,1,1,1,0.12,0,0.88,0,0,0,,,,1,0
KRU_S1#14#1#277,KRU_S1,14,1,277,06/06/18,13:22:25,31931407,elephant,2,1,1,0.33,0,0.67,0,0,0,,,,1,0
KRU_S1#14#1#278,KRU_S1,14,1,278,06/08/18,13:29:13,31931408,steenbok,1,1,1,0.67,0,0.67,0,0,0,1,1,1,0.3,0.95
KRU_S1#14#1#279,KRU_S1,14,1,279,06/08/18,22:38:40,31931409,impala,2,1,1,0.43,0,0.71,0,0,0,,,,0.78,0.62
KRU_S1#14#1#280,KRU_S1,14,1,280,06/08/18,23:23:54,31931411,impala,1,1,1,0.22,0,0.78,0,0,0,,,,0.9,0.47
KRU_S1#14#1#281,KRU_S1,14,1,281,06/08/18,23:25:05,31931412,impala,1,1,1,0,0,1,0,0,0,,,,1,0
KRU_S1#14#1#282,KRU_S1,14,1,282,06/08/18,23:26:57,31931413,impala,2,1,1,0,0,1,0,0,0,,,,0.9,0.47
KRU_S1#14#1#283,KRU_S1,14,1,283,06/09/18,0:00:46,31931414,blank,,,,,,,,,,,,,0.7,0
KRU_S1#14#1#284,KRU_S1,14,1,284,06/09/18,8:37:39,31931415,steenbok,1,1,1,0,0,0.83,0.17,0,0,1,1,,0.6,0.76
KRU_S1#14#1#285,KRU_S1,14,1,285,06/09/18,14:11:17,31931416,zebraburchells,1,1,1,0,0,1,0.09,0,0,,,,1,0
KRU_S1#14#1#286,KRU_S1,14,1,286,06/09/18,14:12:52,31931417,zebraburchells,2,1,1,0.1,0,1,0,0,0,,,,1,0
KRU_S1#14#1#287,KRU_S1,14,1,287,06/09/18,16:54:56,31931418,steenbok,1,1,1,0,0,1,0,0,0,1,1,,0.5,0.84
KRU_S1#14#1#288,KRU_S1,14,1,288,06/09/18,20:22:23,31931419,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#289,KRU_S1,14,1,289,06/10/18,8:53:43,31931420,birdother,2,2,1,0.22,0,0.89,0.44,0.11,0,,,,0.9,0.47
KRU_S1#14#1#290,KRU_S1,14,1,290,06/10/18,22:24:43,31931422,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#291,KRU_S1,14,1,291,06/10/18,22:25:43,31931423,blank,,,,,,,,,,,,,0.6,0
KRU_S1#14#1#292,KRU_S1,14,1,292,06/10/18,22:26:43,31931424,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#293,KRU_S1,14,1,293,06/10/18,22:27:43,31931425,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#294,KRU_S1,14,1,294,06/10/18,22:28:43,31931426,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#295,KRU_S1,14,1,295,06/10/18,22:29:43,31931427,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#296,KRU_S1,14,1,296,06/10/18,22:30:43,31931428,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#297,KRU_S1,14,1,297,06/10/18,22:31:43,31931429,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#298,KRU_S1,14,1,298,06/10/18,22:32:43,31931430,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#299,KRU_S1,14,1,299,06/10/18,22:33:43,31931431,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#300,KRU_S1,14,1,300,06/10/18,22:34:43,31931435,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#301,KRU_S1,14,1,301,06/10/18,22:35:43,31931436,blank,,,,,,,,,,,,,0.6,0
KRU_S1#14#1#302,KRU_S1,14,1,302,06/10/18,22:36:43,31931437,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#303,KRU_S1,14,1,303,06/10/18,22:37:43,31931438,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#304,KRU_S1,14,1,304,06/10/18,22:38:43,31931439,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#305,KRU_S1,14,1,305,06/10/18,22:39:43,31931440,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#306,KRU_S1,14,1,306,06/10/18,22:40:43,31931441,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#307,KRU_S1,14,1,307,06/10/18,22:41:43,31931442,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#308,KRU_S1,14,1,308,06/10/18,22:42:43,31931443,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#309,KRU_S1,14,1,309,06/10/18,22:43:43,31931444,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#310,KRU_S1,14,1,310,06/10/18,22:44:43,31931446,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#311,KRU_S1,14,1,311,06/10/18,22:45:43,31931447,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#312,KRU_S1,14,1,312,06/10/18,22:46:43,31931448,blank,,,,,,,,,,,,,0.8,0
KRU_S1#14#1#313,KRU_S1,14,1,313,06/10/18,22:47:43,31931449,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#314,KRU_S1,14,1,314,06/10/18,22:48:43,31931450,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#315,KRU_S1,14,1,315,06/10/18,22:49:43,31931451,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#316,KRU_S1,14,1,316,06/10/18,22:50:43,31931452,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#317,KRU_S1,14,1,317,06/10/18,22:51:43,31931453,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#318,KRU_S1,14,1,318,06/10/18,22:52:43,31931454,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#319,KRU_S1,14,1,319,06/10/18,22:53:43,31931455,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#320,KRU_S1,14,1,320,06/10/18,22:54:43,31931457,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#321,KRU_S1,14,1,321,06/10/18,22:55:43,31931459,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#322,KRU_S1,14,1,322,06/10/18,22:56:43,31931460,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#323,KRU_S1,14,1,323,06/10/18,22:57:43,31931461,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#324,KRU_S1,14,1,324,06/10/18,22:58:43,31931462,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#325,KRU_S1,14,1,325,06/10/18,22:59:43,31931463,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#326,KRU_S1,14,1,326,06/10/18,23:00:43,31931464,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#327,KRU_S1,14,1,327,06/10/18,23:01:43,31931465,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#328,KRU_S1,14,1,328,06/10/18,23:02:43,31931466,blank,,,,,,,,,,,,,0.91,0
KRU_S1#14#1#329,KRU_S1,14,1,329,06/10/18,23:03:43,31931467,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#330,KRU_S1,14,1,330,06/10/18,23:04:43,31931469,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#331,KRU_S1,14,1,331,06/10/18,23:05:43,31931470,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#332,KRU_S1,14,1,332,06/10/18,23:06:43,31931471,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#333,KRU_S1,14,1,333,06/10/18,23:07:43,31931472,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#334,KRU_S1,14,1,334,06/10/18,23:08:43,31931473,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#335,KRU_S1,14,1,335,06/10/18,23:09:43,31931474,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#336,KRU_S1,14,1,336,06/10/18,23:10:43,31931475,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#337,KRU_S1,14,1,337,06/10/18,23:11:43,31931476,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#338,KRU_S1,14,1,338,06/10/18,23:12:43,31931477,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#339,KRU_S1,14,1,339,06/10/18,23:13:43,31931478,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#340,KRU_S1,14,1,340,06/10/18,23:14:43,31931480,blank,,,,,,,,,,,,,0.8,0
KRU_S1#14#1#341,KRU_S1,14,1,341,06/10/18,23:15:43,31931481,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#342,KRU_S1,14,1,342,06/10/18,23:16:43,31931482,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#343,KRU_S1,14,1,343,06/10/18,23:17:43,31931483,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#344,KRU_S1,14,1,344,06/10/18,23:18:43,31931484,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#345,KRU_S1,14,1,345,06/10/18,23:19:43,31931485,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#346,KRU_S1,14,1,346,06/10/18,23:20:43,31931486,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#347,KRU_S1,14,1,347,06/10/18,23:21:43,31931487,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#348,KRU_S1,14,1,348,06/10/18,23:22:43,31931489,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#349,KRU_S1,14,1,349,06/10/18,23:23:43,31931490,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#350,KRU_S1,14,1,350,06/10/18,23:24:43,31931492,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#351,KRU_S1,14,1,351,06/10/18,23:25:43,31931493,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#352,KRU_S1,14,1,352,06/10/18,23:26:43,31931494,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#353,KRU_S1,14,1,353,06/10/18,23:27:43,31931495,blank,,,,,,,,,,,,,0.83,0
KRU_S1#14#1#354,KRU_S1,14,1,354,06/10/18,23:28:43,31931496,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#355,KRU_S1,14,1,355,06/10/18,23:29:43,31931497,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#356,KRU_S1,14,1,356,06/10/18,23:30:43,31931498,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#357,KRU_S1,14,1,357,06/10/18,23:31:43,31931499,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#358,KRU_S1,14,1,358,06/10/18,23:32:43,31931500,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#359,KRU_S1,14,1,359,06/10/18,23:33:43,31931501,blank,,,,,,,,,,,,,0.91,0
KRU_S1#14#1#360,KRU_S1,14,1,360,06/10/18,23:34:43,31931503,blank,,,,,,,,,,,,,0.8,0
KRU_S1#14#1#361,KRU_S1,14,1,361,06/10/18,23:35:43,31931504,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#362,KRU_S1,14,1,362,06/10/18,23:36:43,31931505,blank,,,,,,,,,,,,,0.8,0
KRU_S1#14#1#363,KRU_S1,14,1,363,06/10/18,23:37:43,31931507,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#364,KRU_S1,14,1,364,06/10/18,23:38:43,31931508,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#365,KRU_S1,14,1,365,06/10/18,23:39:43,31931509,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#366,KRU_S1,14,1,366,06/10/18,23:40:43,31931510,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#367,KRU_S1,14,1,367,06/10/18,23:41:43,31931511,blank,,,,,,,,,,,,,0.7,0
KRU_S1#14#1#368,KRU_S1,14,1,368,06/10/18,23:42:43,31931512,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#369,KRU_S1,14,1,369,06/10/18,23:43:43,31931513,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#370,KRU_S1,14,1,370,06/10/18,23:44:43,31931515,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#371,KRU_S1,14,1,371,06/10/18,23:45:43,31931516,blank,,,,,,,,,,,,,0.7,0
KRU_S1#14#1#372,KRU_S1,14,1,372,06/10/18,23:46:43,31931517,blank,,,,,,,,,,,,,0.8,0
KRU_S1#14#1#373,KRU_S1,14,1,373,06/10/18,23:47:43,31931518,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#374,KRU_S1,14,1,374,06/10/18,23:48:43,31931519,blank,,,,,,,,,,,,,0.8,0
KRU_S1#14#1#375,KRU_S1,14,1,375,06/10/18,23:49:43,31931520,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#376,KRU_S1,14,1,376,06/10/18,23:50:43,31931521,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#377,KRU_S1,14,1,377,06/10/18,23:51:43,31931522,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#378,KRU_S1,14,1,378,06/10/18,23:52:43,31931523,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#379,KRU_S1,14,1,379,06/10/18,23:53:43,31931524,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#380,KRU_S1,14,1,380,06/10/18,23:54:43,31931526,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#381,KRU_S1,14,1,381,06/10/18,23:55:43,31931527,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#382,KRU_S1,14,1,382,06/10/18,23:56:43,31931528,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#383,KRU_S1,14,1,383,06/10/18,23:57:43,31931529,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#384,KRU_S1,14,1,384,06/10/18,23:58:43,31931530,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#385,KRU_S1,14,1,385,06/10/18,23:59:43,31931532,blank,,,,,,,,,,,,,0.8,0
KRU_S1#14#1#386,KRU_S1,14,1,386,06/11/18,0:00:43,31931533,blank,,,,,,,,,,,,,0.9,0
KRU_S1#14#1#387,KRU_S1,14,1,387,06/11/18,0:01:43,31931534,blank,,,,,,,,,,,,,1,0
KRU_S1#14#1#388,KRU_S1,14,1,388,06/11/18,0:02:43,31931535,blank,,,,,,,,,,,,,1,0
