capture_id,image_rank_in_capture,image_path_rel
KRU_S1#14#1#110,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0120.JPG
KRU_S1#14#1#111,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0121.JPG
KRU_S1#14#1#112,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0122.JPG
KRU_S1#14#1#113,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0123.JPG
KRU_S1#14#1#114,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0124.JPG
KRU_S1#14#1#115,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0125.JPG
KRU_S1#14#1#116,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0126.JPG
KRU_S1#14#1#117,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0127.JPG
KRU_S1#14#1#118,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0128.JPG
KRU_S1#14#1#119,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0129.JPG
KRU_S1#14#1#120,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0130.JPG
KRU_S1#14#1#121,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0131.JPG
KRU_S1#14#1#122,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0132.JPG
KRU_S1#14#1#123,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0133.JPG
KRU_S1#14#1#124,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0134.JPG
KRU_S1#14#1#125,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0135.JPG
KRU_S1#14#1#126,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0136.JPG
KRU_S1#14#1#127,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0137.JPG
KRU_S1#14#1#128,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0138.JPG
KRU_S1#14#1#129,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0139.JPG
KRU_S1#14#1#130,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0140.JPG
KRU_S1#14#1#131,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0141.JPG
KRU_S1#14#1#132,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0142.JPG
KRU_S1#14#1#133,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0143.JPG
KRU_S1#14#1#134,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0144.JPG
KRU_S1#14#1#135,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0145.JPG
KRU_S1#14#1#136,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0146.JPG
KRU_S1#14#1#137,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0147.JPG
KRU_S1#14#1#138,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0148.JPG
KRU_S1#14#1#139,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0149.JPG
KRU_S1#14#1#140,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0150.JPG
KRU_S1#14#1#141,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0151.JPG
KRU_S1#14#1#142,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0152.JPG
KRU_S1#14#1#143,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0153.JPG
KRU_S1#14#1#144,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0154.JPG
KRU_S1#14#1#145,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0155.JPG
KRU_S1#14#1#146,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0156.JPG
KRU_S1#14#1#147,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0157.JPG
KRU_S1#14#1#148,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0158.JPG
KRU_S1#14#1#149,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0159.JPG
KRU_S1#14#1#150,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0160.JPG
KRU_S1#14#1#151,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0161.JPG
KRU_S1#14#1#152,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0162.JPG
KRU_S1#14#1#153,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0163.JPG
KRU_S1#14#1#154,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0164.JPG
KRU_S1#14#1#155,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0165.JPG
KRU_S1#14#1#156,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0166.JPG
KRU_S1#14#1#157,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0167.JPG
KRU_S1#14#1#158,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0168.JPG
KRU_S1#14#1#159,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0169.JPG
KRU_S1#14#1#160,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0170.JPG
KRU_S1#14#1#161,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0171.JPG
KRU_S1#14#1#162,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0172.JPG
KRU_S1#14#1#163,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0173.JPG
KRU_S1#14#1#164,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0174.JPG
KRU_S1#14#1#165,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0175.JPG
KRU_S1#14#1#166,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0176.JPG
KRU_S1#14#1#167,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0177.JPG
KRU_S1#14#1#168,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0178.JPG
KRU_S1#14#1#169,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0179.JPG
KRU_S1#14#1#170,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0180.JPG
KRU_S1#14#1#171,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0181.JPG
KRU_S1#14#1#172,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0182.JPG
KRU_S1#14#1#173,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0183.JPG
KRU_S1#14#1#174,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0184.JPG
KRU_S1#14#1#175,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0185.JPG
KRU_S1#14#1#176,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0186.JPG
KRU_S1#14#1#177,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0187.JPG
KRU_S1#14#1#178,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0188.JPG
KRU_S1#14#1#179,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0189.JPG
KRU_S1#14#1#180,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0190.JPG
KRU_S1#14#1#181,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0191.JPG
KRU_S1#14#1#182,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0192.JPG
KRU_S1#14#1#183,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0193.JPG
KRU_S1#14#1#184,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0194.JPG
KRU_S1#14#1#185,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0195.JPG
KRU_S1#14#1#186,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0196.JPG
KRU_S1#14#1#187,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0197.JPG
KRU_S1#14#1#188,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0198.JPG
KRU_S1#14#1#189,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0199.JPG
KRU_S1#14#1#189,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0200.JPG
KRU_S1#14#1#189,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0201.JPG
KRU_S1#14#1#190,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0202.JPG
KRU_S1#14#1#191,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0203.JPG
KRU_S1#14#1#191,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0204.JPG
KRU_S1#14#1#191,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0205.JPG
KRU_S1#14#1#192,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0206.JPG
KRU_S1#14#1#193,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0207.JPG
KRU_S1#14#1#193,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0208.JPG
KRU_S1#14#1#193,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0209.JPG
KRU_S1#14#1#194,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0210.JPG
KRU_S1#14#1#194,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0211.JPG
KRU_S1#14#1#194,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0212.JPG
KRU_S1#14#1#195,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0213.JPG
KRU_S1#14#1#195,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0214.JPG
KRU_S1#14#1#195,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0215.JPG
KRU_S1#14#1#196,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0216.JPG
KRU_S1#14#1#196,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0217.JPG
KRU_S1#14#1#196,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0218.JPG
KRU_S1#14#1#197,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0219.JPG
KRU_S1#14#1#197,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0220.JPG
KRU_S1#14#1#197,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0221.JPG
KRU_S1#14#1#198,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0222.JPG
KRU_S1#14#1#198,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0223.JPG
KRU_S1#14#1#198,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0224.JPG
KRU_S1#14#1#199,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0225.JPG
KRU_S1#14#1#199,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0226.JPG
KRU_S1#14#1#199,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0227.JPG
KRU_S1#14#1#200,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0228.JPG
KRU_S1#14#1#200,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0229.JPG
KRU_S1#14#1#200,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0230.JPG
KRU_S1#14#1#201,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0231.JPG
KRU_S1#14#1#201,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0232.JPG
KRU_S1#14#1#201,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0233.JPG
KRU_S1#14#1#202,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0234.JPG
KRU_S1#14#1#202,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0235.JPG
KRU_S1#14#1#202,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0236.JPG
KRU_S1#14#1#203,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0237.JPG
KRU_S1#14#1#203,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0238.JPG
KRU_S1#14#1#203,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0239.JPG
KRU_S1#14#1#204,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0240.JPG
KRU_S1#14#1#204,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0241.JPG
KRU_S1#14#1#204,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0242.JPG
KRU_S1#14#1#205,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0243.JPG
KRU_S1#14#1#205,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0244.JPG
KRU_S1#14#1#205,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0245.JPG
KRU_S1#14#1#206,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0246.JPG
KRU_S1#14#1#206,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0247.JPG
KRU_S1#14#1#206,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0248.JPG
KRU_S1#14#1#207,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0249.JPG
KRU_S1#14#1#207,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0250.JPG
KRU_S1#14#1#207,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0251.JPG
KRU_S1#14#1#208,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0252.JPG
KRU_S1#14#1#208,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0253.JPG
KRU_S1#14#1#208,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0254.JPG
KRU_S1#14#1#209,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0255.JPG
KRU_S1#14#1#209,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0256.JPG
KRU_S1#14#1#209,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0257.JPG
KRU_S1#14#1#210,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0258.JPG
KRU_S1#14#1#210,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0259.JPG
KRU_S1#14#1#210,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0260.JPG
KRU_S1#14#1#211,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0261.JPG
KRU_S1#14#1#211,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0262.JPG
KRU_S1#14#1#211,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0263.JPG
KRU_S1#14#1#212,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0264.JPG
KRU_S1#14#1#212,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0265.JPG
KRU_S1#14#1#212,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0266.JPG
KRU_S1#14#1#213,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0267.JPG
KRU_S1#14#1#213,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0268.JPG
KRU_S1#14#1#213,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0269.JPG
KRU_S1#14#1#214,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0270.JPG
KRU_S1#14#1#214,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0271.JPG
KRU_S1#14#1#214,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0272.JPG
KRU_S1#14#1#215,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0273.JPG
KRU_S1#14#1#215,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0274.JPG
KRU_S1#14#1#215,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0275.JPG
KRU_S1#14#1#216,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0276.JPG
KRU_S1#14#1#216,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0277.JPG
KRU_S1#14#1#216,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0278.JPG
KRU_S1#14#1#217,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0279.JPG
KRU_S1#14#1#217,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0280.JPG
KRU_S1#14#1#217,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0281.JPG
KRU_S1#14#1#218,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0282.JPG
KRU_S1#14#1#218,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0283.JPG
KRU_S1#14#1#218,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0284.JPG
KRU_S1#14#1#219,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0285.JPG
KRU_S1#14#1#219,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0286.JPG
KRU_S1#14#1#219,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0287.JPG
KRU_S1#14#1#220,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0288.JPG
KRU_S1#14#1#220,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0289.JPG
KRU_S1#14#1#220,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0290.JPG
KRU_S1#14#1#221,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0291.JPG
KRU_S1#14#1#221,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0292.JPG
KRU_S1#14#1#221,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0293.JPG
KRU_S1#14#1#222,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0294.JPG
KRU_S1#14#1#222,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0295.JPG
KRU_S1#14#1#222,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0296.JPG
KRU_S1#14#1#223,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0297.JPG
KRU_S1#14#1#223,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0298.JPG
KRU_S1#14#1#223,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0299.JPG
KRU_S1#14#1#224,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0300.JPG
KRU_S1#14#1#224,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0301.JPG
KRU_S1#14#1#224,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0302.JPG
KRU_S1#14#1#225,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0303.JPG
KRU_S1#14#1#225,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0304.JPG
KRU_S1#14#1#225,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0305.JPG
KRU_S1#14#1#226,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0306.JPG
KRU_S1#14#1#226,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0307.JPG
KRU_S1#14#1#226,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0308.JPG
KRU_S1#14#1#227,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0309.JPG
KRU_S1#14#1#227,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0310.JPG
KRU_S1#14#1#227,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0311.JPG
KRU_S1#14#1#228,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0312.JPG
KRU_S1#14#1#228,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0313.JPG
KRU_S1#14#1#228,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0314.JPG
KRU_S1#14#1#229,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0315.JPG
KRU_S1#14#1#229,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0316.JPG
KRU_S1#14#1#229,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0317.JPG
KRU_S1#14#1#230,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0318.JPG
KRU_S1#14#1#230,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0319.JPG
KRU_S1#14#1#230,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0320.JPG
KRU_S1#14#1#231,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0321.JPG
KRU_S1#14#1#231,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0322.JPG
KRU_S1#14#1#231,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0323.JPG
KRU_S1#14#1#232,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0324.JPG
KRU_S1#14#1#232,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0325.JPG
KRU_S1#14#1#232,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0326.JPG
KRU_S1#14#1#233,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0327.JPG
KRU_S1#14#1#233,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0328.JPG
KRU_S1#14#1#233,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0329.JPG
KRU_S1#14#1#234,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0330.JPG
KRU_S1#14#1#234,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0331.JPG
KRU_S1#14#1#234,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0332.JPG
KRU_S1#14#1#235,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0333.JPG
KRU_S1#14#1#235,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0334.JPG
KRU_S1#14#1#235,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0335.JPG
KRU_S1#14#1#236,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0336.JPG
KRU_S1#14#1#236,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0337.JPG
KRU_S1#14#1#236,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0338.JPG
KRU_S1#14#1#237,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0339.JPG
KRU_S1#14#1#237,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0340.JPG
KRU_S1#14#1#237,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0341.JPG
KRU_S1#14#1#238,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0342.JPG
KRU_S1#14#1#238,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0343.JPG
KRU_S1#14#1#238,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0344.JPG
KRU_S1#14#1#239,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0345.JPG
KRU_S1#14#1#239,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0346.JPG
KRU_S1#14#1#239,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0347.JPG
KRU_S1#14#1#240,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0348.JPG
KRU_S1#14#1#240,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0349.JPG
KRU_S1#14#1#240,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0350.JPG
KRU_S1#14#1#241,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0351.JPG
KRU_S1#14#1#241,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0352.JPG
KRU_S1#14#1#241,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0353.JPG
KRU_S1#14#1#242,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0354.JPG
KRU_S1#14#1#242,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0355.JPG
KRU_S1#14#1#242,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0356.JPG
KRU_S1#14#1#243,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0357.JPG
KRU_S1#14#1#243,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0358.JPG
KRU_S1#14#1#243,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0359.JPG
KRU_S1#14#1#244,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0360.JPG
KRU_S1#14#1#244,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0361.JPG
KRU_S1#14#1#244,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0362.JPG
KRU_S1#14#1#245,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0363.JPG
KRU_S1#14#1#245,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0364.JPG
KRU_S1#14#1#245,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0365.JPG
KRU_S1#14#1#246,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0366.JPG
KRU_S1#14#1#246,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0367.JPG
KRU_S1#14#1#246,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0368.JPG
KRU_S1#14#1#247,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0369.JPG
KRU_S1#14#1#247,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0370.JPG
KRU_S1#14#1#247,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0371.JPG
KRU_S1#14#1#248,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0372.JPG
KRU_S1#14#1#248,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0373.JPG
KRU_S1#14#1#248,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0374.JPG
KRU_S1#14#1#249,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0375.JPG
KRU_S1#14#1#249,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0376.JPG
KRU_S1#14#1#249,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0377.JPG
KRU_S1#14#1#250,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0378.JPG
KRU_S1#14#1#250,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0379.JPG
KRU_S1#14#1#250,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0380.JPG
KRU_S1#14#1#251,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0381.JPG
KRU_S1#14#1#251,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0382.JPG
KRU_S1#14#1#251,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0383.JPG
KRU_S1#14#1#252,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0384.JPG
KRU_S1#14#1#252,2,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0385.JPG
KRU_S1#14#1#252,3,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0386.JPG
KRU_S1#14#1#253,1,KRU_S1/14/14_R1/KRU_S1_14_R1_IMAG0387.JPG
